Mod:Item:MetaData, Localized Name
modernmetals:nichrome_smallblend, Tiny Pile of Nichrome Blend
modernmetals:nichrome_chestplate, Nichrome Chestplate
modernmetals:nichrome_helmet, Nichrome Helmet
modernmetals:nichrome_arrow, Nichrome Arrow
modernmetals:nichrome_nugget, Nichrome Nugget
modernmetals:nichrome_dense_plate, Dense Nichrome Plate
modernmetals:stainlesssteel_slab, Stainless Steel Slab
modernmetals:stainlesssteel_crossbow, Stainless Steel Crossbow
modernmetals:stainlesssteel_blend, Stainless Steel Blend
modernmetals:stainlesssteel_bars, Stainless Steel Bars
modernmetals:stainlesssteel_pressure_plate, Stainless Steel Pressure Plate
modernmetals:stainlesssteel_casing, Stainless Steel Item Casing
modernmetals:stainlesssteel_bolt, Stainless Steel Bolt
modernmetals:stainlesssteel_plate, Stainless Steel Plate
modernmetals:stainlesssteel_fishing_rod, Stainless Steel Fishing Rod
modernmetals:stainlesssteel_bow, Stainless Steel Bow
modernmetals:stainlesssteel_leggings, Stainless Steel Leg Armor
modernmetals:stainlesssteel_shield, Stainless Steel Shield
modernmetals:stainlesssteel_horse_armor, Stainless Steel Horse Armor
modernmetals:stainlesssteel_trapdoor, Stainless Steel Trapdoor
modernmetals:stainlesssteel_shears, Stainless Steel Shears
modernmetals:stainlesssteel_smallpowder, Tiny Pile of Stainless Steel Dust
modernmetals:stainlesssteel_lever, Stainless Steel Lever
modernmetals:stainlesssteel_crackhammer, Stainless Steel Crack Hammer
modernmetals:stainlesssteel_gear, Stainless Steel Gear
modernmetals:stainlesssteel_block, Block of Stainless Steel
modernmetals:stainlesssteel_powder, Stainless Steel Dust
modernmetals:stainlesssteel_boots, Stainless Steel Boots
modernmetals:stainlesssteel_wall, Stainless Steel Wall
modernmetals:stainlesssteel_axe, Stainless Steel Axe
modernmetals:stainlesssteel_door, Stainless Steel Door
modernmetals:stainlesssteel_pickaxe, Stainless Steel Pickaxe
modernmetals:stainlesssteel_hoe, Stainless Steel Hoe
modernmetals:stainlesssteel_ingot, Stainless Steel Ingot
modernmetals:stainlesssteel_rod, Stainless Steel Rod
modernmetals:stainlesssteel_shovel, Stainless Steel Shovel
modernmetals:stainlesssteel_sword, Stainless Steel Sword
modernmetals:stainlesssteel, Molten Stainless Steel
modernmetals:stainlesssteel_smallblend, Tiny Pile of Stainless Steel Blend
modernmetals:stainlesssteel_chestplate, Stainless Steel Chestplate
modernmetals:stainlesssteel_helmet, Stainless Steel Helmet
modernmetals:stainlesssteel_stairs, Stainless Steel Stairs
modernmetals:stainlesssteel_arrow, Stainless Steel Arrow
modernmetals:stainlesssteel_button, Stainless Steel Button
modernmetals:stainlesssteel_nugget, Stainless Steel Nugget
modernmetals:stainlesssteel_dense_plate, Dense Stainless Steel Plate
modernmetals:cadmium_slab, Cadmium Slab
modernmetals:cadmium_crossbow, Cadmium Crossbow
modernmetals:cadmium_button, Cadmium Button
modernmetals:cadmium_plate, Cadmium Plate
modernmetals:cadmium_lever, Cadmium Lever
modernmetals:cadmium_clump, Cadmium Clump
modernmetals:cadmium_casing, Cadmium Item Casing
modernmetals:cadmium_crushed, Crushed Cadmium Ore
modernmetals:cadmium_ore, Cadmium Ore
modernmetals:cadmium_bolt, Cadmium Bolt
modernmetals:cadmium_bars, Cadmium Bars
modernmetals:cadmium_fishing_rod, Cadmium Fishing Rod
modernmetals:cadmium_bow, Cadmium Bow
modernmetals:cadmium_leggings, Cadmium Leg Armor
modernmetals:cadmium_shield, Cadmium Shield
modernmetals:cadmium_horse_armor, Cadmium Horse Armor
modernmetals:cadmium_shears, Cadmium Shears
modernmetals:cadmium_smallpowder, Tiny Pile of Cadmium Dust
modernmetals:cadmium_powder_dirty, Dirty Cadmium Dust
modernmetals:cadmium_shard, Cadmium Shard
modernmetals:cadmium_trapdoor, Cadmium Trapdoor
modernmetals:cadmium_crushed_purified, Purified Crushed Cadmium Ore
modernmetals:cadmium_block, Block of Cadmium
modernmetals:cadmium_crackhammer, Cadmium Crack Hammer
modernmetals:cadmium_gear, Cadmium Gear
modernmetals:cadmium_powder, Cadmium Dust
modernmetals:cadmium_boots, Cadmium Boots
modernmetals:cadmium_pressure_plate, Cadmium Pressure Plate
modernmetals:cadmium_axe, Cadmium Axe
modernmetals:cadmium_door, Cadmium Door
modernmetals:cadmium_pickaxe, Cadmium Pickaxe
modernmetals:cadmium_hoe, Cadmium Hoe
modernmetals:cadmium_stairs, Cadmium Stairs
modernmetals:cadmium_ingot, Cadmium Ingot
modernmetals:cadmium_rod, Cadmium Rod
modernmetals:cadmium_shovel, Cadmium Shovel
modernmetals:cadmium_crystal, Cadmium Crystal
modernmetals:cadmium_sword, Cadmium Sword
modernmetals:cadmium, Molten Cadmium
modernmetals:cadmium_chestplate, Cadmium Chestplate
modernmetals:cadmium_helmet, Cadmium Helmet
modernmetals:cadmium_arrow, Cadmium Arrow
modernmetals:cadmium_wall, Cadmium Wall
modernmetals:cadmium_nugget, Cadmium Nugget
modernmetals:cadmium_dense_plate, Dense Cadmium Plate
modernmetals:iridium_trapdoor, Iridium Trapdoor
modernmetals:iridium_slab, Iridium Slab
modernmetals:iridium_crossbow, Iridium Crossbow
modernmetals:iridium_ore, Iridium Ore
modernmetals:iridium_clump, Iridium Clump
modernmetals:iridium_casing, Iridium Item Casing
modernmetals:iridium_crushed, Crushed Iridium Ore
modernmetals:iridium_bolt, Iridium Bolt
modernmetals:iridium_block, Block of Iridium
modernmetals:iridium_fishing_rod, Iridium Fishing Rod
modernmetals:iridium_bow, Iridium Bow
modernmetals:iridium_leggings, Iridium Leg Armor
modernmetals:iridium_shield, Iridium Shield
modernmetals:iridium_horse_armor, Iridium Horse Armor
modernmetals:iridium_shears, Iridium Shears
modernmetals:iridium_button, Iridium Button
modernmetals:iridium_smallpowder, Tiny Pile of Iridium Dust
modernmetals:iridium_powder_dirty, Dirty Iridium Dust
modernmetals:iridium_shard, Iridium Shard
modernmetals:iridium_bars, Iridium Bars
modernmetals:iridium_crushed_purified, Purified Crushed Iridium Ore
modernmetals:iridium_stairs, Iridium Stairs
modernmetals:iridium_crackhammer, Iridium Crack Hammer
modernmetals:iridium_gear, Iridium Gear
modernmetals:iridium_lever, Iridium Lever
modernmetals:iridium_powder, Iridium Dust
modernmetals:iridium_boots, Iridium Boots
modernmetals:iridium_pressure_plate, Iridium Pressure Plate
modernmetals:iridium_wall, Iridium Wall
modernmetals:iridium_axe, Iridium Axe
modernmetals:iridium_door, Iridium Door
modernmetals:iridium_pickaxe, Iridium Pickaxe
modernmetals:iridium_hoe, Iridium Hoe
modernmetals:iridium_ingot, Iridium Ingot
modernmetals:iridium_rod, Iridium Rod
modernmetals:iridium_shovel, Iridium Shovel
modernmetals:iridium_crystal, Iridium Crystal
modernmetals:iridium_sword, Iridium Sword
modernmetals:iridium, Molten Iridium
modernmetals:iridium_chestplate, Iridium Chestplate
modernmetals:iridium_helmet, Iridium Helmet
modernmetals:iridium_arrow, Iridium Arrow
modernmetals:iridium_plate, Iridium Plate
modernmetals:iridium_nugget, Iridium Nugget
modernmetals:iridium_dense_plate, Dense Iridium Plate
modernmetals:plutonium_plate, Plutonium Plate
modernmetals:plutonium_slab, Plutonium Slab
modernmetals:plutonium_crossbow, Plutonium Crossbow
modernmetals:plutonium_wall, Plutonium Wall
modernmetals:plutonium_ore, Plutonium Ore
modernmetals:plutonium_clump, Plutonium Clump
modernmetals:plutonium_casing, Plutonium Item Casing
modernmetals:plutonium_crushed, Crushed Plutonium Ore
modernmetals:plutonium_bolt, Plutonium Bolt
modernmetals:plutonium_fishing_rod, Plutonium Fishing Rod
modernmetals:plutonium_bow, Plutonium Bow
modernmetals:plutonium_leggings, Plutonium Leg Armor
modernmetals:plutonium_shield, Plutonium Shield
modernmetals:plutonium_horse_armor, Plutonium Horse Armor
modernmetals:plutonium_shears, Plutonium Shears
modernmetals:plutonium_smallpowder, Tiny Pile of Plutonium Dust
modernmetals:plutonium_powder_dirty, Dirty Plutonium Dust
modernmetals:plutonium_shard, Plutonium Shard
modernmetals:plutonium_crushed_purified, Purified Crushed Plutonium Ore
modernmetals:plutonium_crackhammer, Plutonium Crack Hammer
modernmetals:plutonium_gear, Plutonium Gear
modernmetals:plutonium_button, Plutonium Button
modernmetals:plutonium_bars, Plutonium Bars
modernmetals:plutonium_powder, Plutonium Dust
modernmetals:plutonium_boots, Plutonium Boots
modernmetals:plutonium_trapdoor, Plutonium Trapdoor
modernmetals:plutonium_axe, Plutonium Axe
modernmetals:plutonium_pressure_plate, Plutonium Pressure Plate
modernmetals:plutonium_door, Plutonium Door
modernmetals:plutonium_pickaxe, Plutonium Pickaxe
modernmetals:plutonium_hoe, Plutonium Hoe
modernmetals:plutonium_block, Block of Plutonium
modernmetals:plutonium_ingot, Plutonium Ingot
modernmetals:plutonium_rod, Plutonium Rod
modernmetals:plutonium_shovel, Plutonium Shovel
modernmetals:plutonium_crystal, Plutonium Crystal
modernmetals:plutonium_sword, Plutonium Sword
modernmetals:plutonium, Molten Plutonium
modernmetals:plutonium_lever, Plutonium Lever
modernmetals:plutonium_chestplate, Plutonium Chestplate
modernmetals:plutonium_helmet, Plutonium Helmet
modernmetals:plutonium_arrow, Plutonium Arrow
modernmetals:plutonium_stairs, Plutonium Stairs
modernmetals:plutonium_nugget, Plutonium Nugget
modernmetals:plutonium_dense_plate, Dense Plutonium Plate
modernmetals:uranium_slab, Uranium Slab
modernmetals:uranium_crossbow, Uranium Crossbow
modernmetals:uranium_clump, Uranium Clump
modernmetals:uranium_block, Block of Uranium
modernmetals:uranium_casing, Uranium Item Casing
modernmetals:uranium_bolt, Uranium Bolt
modernmetals:uranium_fishing_rod, Uranium Fishing Rod
modernmetals:uranium_pressure_plate, Uranium Pressure Plate
modernmetals:uranium_bow, Uranium Bow
modernmetals:uranium_leggings, Uranium Leg Armor
modernmetals:uranium_shield, Uranium Shield
modernmetals:uranium_horse_armor, Uranium Horse Armor
modernmetals:uranium_shears, Uranium Shears
modernmetals:uranium_smallpowder, Tiny Pile of Uranium Dust
modernmetals:uranium_powder_dirty, Dirty Uranium Dust
modernmetals:uranium_wall, Uranium Wall
modernmetals:uranium_shard, Uranium Shard
modernmetals:uranium_trapdoor, Uranium Trapdoor
modernmetals:uranium_crackhammer, Uranium Crack Hammer
modernmetals:uranium_gear, Uranium Gear
modernmetals:uranium_bars, Uranium Bars
modernmetals:uranium_powder, Uranium Dust
modernmetals:uranium_boots, Uranium Boots
modernmetals:uranium_ore, Uranium Ore
modernmetals:uranium_axe, Uranium Axe
modernmetals:uranium_door, Uranium Door
modernmetals:uranium_button, Uranium Button
modernmetals:uranium_pickaxe, Uranium Pickaxe
modernmetals:uranium_hoe, Uranium Hoe
modernmetals:uranium_ingot, Uranium Ingot
modernmetals:uranium_rod, Uranium Rod
modernmetals:uranium_shovel, Uranium Shovel
modernmetals:uranium_crystal, Uranium Crystal
modernmetals:uranium_sword, Uranium Sword
modernmetals:uranium, Molten Uranium
modernmetals:uranium_chestplate, Uranium Chestplate
modernmetals:uranium_helmet, Uranium Helmet
modernmetals:uranium_arrow, Uranium Arrow
modernmetals:uranium_lever, Uranium Lever
modernmetals:uranium_stairs, Uranium Stairs
modernmetals:uranium_plate, Uranium Plate
modernmetals:uranium_nugget, Uranium Nugget
modernmetals:uranium_dense_plate, Dense Uranium Plate
modernmetals:titanium_blend, Titanium Blend
modernmetals:titanium_block, Block of Titanium
modernmetals:titanium_ore, Titanium Ore
modernmetals:titanium_casing, Titanium Item Casing
modernmetals:titanium_lever, Titanium Lever
modernmetals:titanium_bolt, Titanium Bolt
modernmetals:titanium_fishing_rod, Titanium Fishing Rod
modernmetals:titanium_bow, Titanium Bow
modernmetals:titanium_horse_armor, Titanium Horse Armor
modernmetals:titanium_button, Titanium Button
modernmetals:titanium_smallpowder, Tiny Pile of Titanium Dust
modernmetals:titanium_bars, Titanium Bars
modernmetals:titanium_pressure_plate, Titanium Pressure Plate
modernmetals:titanium_gear, Titanium Gear
modernmetals:titanium_stairs, Titanium Stairs
modernmetals:titanium_trapdoor, Titanium Trapdoor
modernmetals:titanium_door, Titanium Door
modernmetals:titanium_hoe, Titanium Hoe
modernmetals:titanium_wall, Titanium Wall
modernmetals:titanium_rod, Titanium Rod
modernmetals:titanium_sword, Titanium Sword
modernmetals:titanium_arrow, Titanium Arrow
modernmetals:titanium_slab, Titanium Slab
modernmetals:titanium_crossbow, Titanium Crossbow
modernmetals:titanium_clump, Titanium Clump
modernmetals:titanium_crushed, Crushed Titanium Ore
modernmetals:titanium_leggings, Titanium Leg Armor
modernmetals:titanium_shield, Titanium Shield
modernmetals:titanium_shears, Titanium Shears
modernmetals:titanium_plate, Titanium Plate
modernmetals:titanium_powder_dirty, Dirty Titanium Dust
modernmetals:titanium_shard, Titanium Shard
modernmetals:titanium_crushed_purified, Purified Crushed Titanium Ore
modernmetals:titanium_crackhammer, Titanium Crack Hammer
modernmetals:titanium_powder, Titanium Dust
modernmetals:titanium_boots, Titanium Boots
modernmetals:titanium_axe, Titanium Axe
modernmetals:titanium_pickaxe, Titanium Pickaxe
modernmetals:titanium_ingot, Titanium Ingot
modernmetals:titanium_shovel, Titanium Shovel
modernmetals:titanium_crystal, Titanium Crystal
modernmetals:titanium, Molten Titanium
modernmetals:titanium_smallblend, Tiny Pile of Titanium Blend
modernmetals:titanium_chestplate, Titanium Chestplate
modernmetals:titanium_helmet, Titanium Helmet
modernmetals:titanium_nugget, Titanium Nugget
modernmetals:titanium_dense_plate, Dense Titanium Plate
endmetals:end_iron_ore, End Iron Ore
endmetals:end_gold_ore, End Gold Ore
endmetals:end_diamond_ore, End Diamond Ore
endmetals:end_coal_ore, End Coal Ore
endmetals:end_emerald_ore, End Emerald Ore
endmetals:end_lapis_ore, End Lapis Ore
endmetals:end_redstone_ore, End Redstone Ore
endmetals:end_antimony_ore, End Antimony Ore
endmetals:end_bismuth_ore, End Bismuth Ore
endmetals:end_copper_ore, End Copper Ore
endmetals:end_lead_ore, End Lead Ore
endmetals:end_nickel_ore, End Nickel Ore
endmetals:end_silver_ore, End Silver Ore
endmetals:end_tin_ore, End Tin Ore
endmetals:end_zinc_ore, End Zinc Ore
endmetals:end_platinum_ore, End Platinum Ore
endmetals:end_mercury_ore, End Mercury Ore
endmetals:end_aluminum_ore, End Aluminum Ore
endmetals:end_chromium_ore, End Chromium Ore
endmetals:end_magnesium_ore, End Magnesium Ore
endmetals:end_manganese_ore, End Manganese Ore
endmetals:end_osmium_ore, End Osmium Ore
endmetals:end_rutile_ore, End Rutile Ore
endmetals:end_tantalum_ore, End Tantalum Ore
endmetals:end_tungsten_ore, End Tungsten Ore
endmetals:end_zirconium_ore, End Zirconium Ore
endmetals:end_cadmium_ore, End Cadmium Ore
endmetals:end_iridium_ore, End Iridium Ore
endmetals:end_plutonium_ore, End Plutonium Ore
endmetals:end_uranium_ore, End Uranium Ore
endmetals:end_titanium_ore, End Titanium Ore
gravestone:gravestone, Grave
gravestone:death_info, Obituary
moreplates:hammer, Hammer
nethermetals:nether_iron_ore, Nether Iron Ore
nethermetals:nether_gold_ore, Nether Gold Ore
nethermetals:nether_diamond_ore, Nether Diamond Ore
nethermetals:nether_coal_ore, Nether Coal Ore
nethermetals:nether_emerald_ore, Nether Emerald Ore
nethermetals:nether_lapis_ore, Nether Lapis Ore
nethermetals:nether_redstone_ore, Nether Redstone Ore
nethermetals:nether_antimony_ore, Nether Antimony Ore
nethermetals:nether_bismuth_ore, Nether Bismuth Ore
nethermetals:nether_copper_ore, Nether Copper Ore
nethermetals:nether_lead_ore, Nether Lead Ore
nethermetals:nether_nickel_ore, Nether Nickel Ore
nethermetals:nether_silver_ore, Nether Silver Ore
nethermetals:nether_tin_ore, Nether Tin Ore
nethermetals:nether_zinc_ore, Nether Zinc Ore
nethermetals:nether_platinum_ore, Nether Platinum Ore
nethermetals:nether_mercury_ore, Nether Mercury Ore
nethermetals:nether_aluminum_ore, Nether Aluminum Ore
nethermetals:nether_chromium_ore, Nether Chromium Ore
nethermetals:nether_magnesium_ore, Nether Magnesium Ore
nethermetals:nether_manganese_ore, Nether Manganese Ore
nethermetals:nether_osmium_ore, Nether Osmium Ore
nethermetals:nether_rutile_ore, Nether Rutile Ore
nethermetals:nether_tantalum_ore, Nether Tantalum Ore
nethermetals:nether_tungsten_ore, Nether Tungsten Ore
nethermetals:nether_zirconium_ore, Nether Zirconium Ore
nethermetals:nether_cadmium_ore, Nether Cadmium Ore
nethermetals:nether_iridium_ore, Nether Iridium Ore
nethermetals:nether_plutonium_ore, Nether Plutonium Ore
nethermetals:nether_uranium_ore, Nether Uranium Ore
nethermetals:nether_titanium_ore, Nether Titanium Ore
skewers:skewer_beef_raw, Raw Beef Skewer
skewers:skewer_beef_cooked, Steak Skewer
skewers:skewer_porkchop_raw, Raw Porkchop Skewer
skewers:skewer_porkchop_cooked, Cooked Porkchop Skewer
skewers:skewer_cod_raw, Raw Fish Skewer
skewers:skewer_cod_cooked, Cooked Fish Skewer
skewers:skewer_salmon_raw, Raw Salmon Skewer
skewers:skewer_salmon_cooked, Cooked Salmon Skewer
skewers:skewer_veggie_raw, Veggie Skewer
skewers:skewer_veggie_cooked, Roasted Veggie Skewer
skewers:skewer_chicken_raw, Raw Chicken Skewer
skewers:skewer_chicken_cooked, Cooked Chicken Skewer
skewers:skewer_rabbit_raw, Raw Rabbit Skewer
skewers:skewer_rabbit_cooked, Cooked Rabbit Skewer
skewers:skewer_mutton_raw, Raw Mutton Skewer
skewers:skewer_mutton_cooked, Cooked Mutton Skewer
skewers:skewer_caramel_apple, Caramel Apple
skewers:skewer_cookie, Cookie Skewer
skewers:caramel, Caramel
spiceoflife:bookfoodjournal, Food Journal
spiceoflife:lunchbox, Lunch Box
spiceoflife:lunchbag, Lunch Bag
tinker_io:cd_lonesome_avenue, Music Disc
tinker_io:upg:0, Base Upgrade
tinker_io:upg:1, Slot Upgrade I
tinker_io:upg:2, Slot Upgrade II
tinker_io:upg:3, Slot Upgrade III
tinker_io:upg:4, Slot Upgrade IV
tinker_io:upg:5, Redstone Upgrade
tinker_io:upg:6, Fortune Upgrade
tinker_io:upg:7, Basin Upgrade
tinker_io:solidfuel, Solid Fuel
tinker_io:speedupg, Speed Upgrade
tinker_io:crushed_ore, Crushed Ore
tinker_io:fuel_input_machine, Fuel Input Machine
tinker_io:smart_output, Smart Output
tinker_io:what_a_beautiful_block, What a beautiful block
tinker_io:ore_crusher, Ore Crusher
tinker_io:stirling_engine, Stirling Engine
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
vials:vial_16, Small Vial
vials:vial_144, Standard Vial
vials:vial_288, Large Vial
vials:vial_432, Huge Vial
vials:vial_576, Giant Vial
vials:vial_1296, Extreme Vial
backpacked:backpack, Backpack
enderzoo:enderzooicon, item.enderZooIcon.name
enderzoo:witheringdust, Withering Dust
enderzoo:confusingdust, Confusing Powder
enderzoo:enderfragment, Ender Fragment
enderzoo:guardiansbow, Guardians Bow
enderzoo:owlegg, Owl Egg
enderzoo:blockconfusingcharge, Confusing Charge
enderzoo:blockendercharge, Ender Charge
enderzoo:blockconcussioncharge, Concussion Charge
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
